dataset_name,model_name,model_architecture,text_prompt,acc_base_zs,acc_base_zs_trans
WHURS19,GeoRSCLIP,ViT-H-14,a black and white aerial image of a,89.85074626865672,99.20398009950249
WHURS19,GeoRSCLIP,ViT-H-14,a jpeg corrupted aerial image of the,89.45273631840796,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a jpeg corrupted aerial image of a,89.45273631840796,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a blurry aerial image of the,90.14925373134328,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a blurry aerial image of a,91.14427860696517,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a good aerial image of the,90.44776119402985,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a good aerial image of a,91.7412935323383,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of the large,88.75621890547264,92.03980099502488
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of a large,88.65671641791045,99.20398009950249
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of the nice,90.64676616915423,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of a nice,92.53731343283582,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of the small,88.65671641791045,99.50248756218906
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of a small,90.44776119402985,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of the weird,90.94527363184079,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of a weird,90.64676616915423,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of the cool,90.54726368159204,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,an aerial image of a cool,90.64676616915423,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of many,90.34825870646766,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of a,90.04975124378109,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of the,88.95522388059702,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of the hard to see,87.96019900497512,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of a hard to see,88.35820895522389,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a low resolution satellite image of the,88.75621890547264,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a low resolution satellite image of a,88.95522388059702,99.90049751243781
WHURS19,GeoRSCLIP,ViT-H-14,a bad satellite image of the,88.95522388059702,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a bad satellite image of a,89.05472636815921,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a cropped satellite image of the,89.05472636815921,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a cropped satellite image of a,88.95522388059702,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a bright satellite image of the,89.35323383084577,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a bright satellite image of a,90.24875621890547,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a dark satellite image of the,87.66169154228855,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a dark satellite image of a,90.54726368159204,99.20398009950249
WHURS19,GeoRSCLIP,ViT-H-14,a close-up satellite image of the,88.95522388059702,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a close-up satellite image of a,89.1542288557214,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a black and white satellite image of the,88.55721393034825,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a black and white satellite image of a,87.96019900497512,99.80099502487562
WHURS19,GeoRSCLIP,ViT-H-14,a jpeg corrupted satellite image of the,88.35820895522389,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a jpeg corrupted satellite image of a,89.05472636815921,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a blurry satellite image of the,89.25373134328358,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a blurry satellite image of a,89.75124378109453,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a good satellite image of the,89.45273631840796,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a good satellite image of a,90.14925373134328,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of the large,88.55721393034825,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of a large,88.95522388059702,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of the nice,89.55223880597015,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of a nice,90.74626865671642,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of the small,90.14925373134328,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of a small,90.24875621890547,99.60199004975124
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of the weird,90.94527363184079,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of a weird,90.64676616915423,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of the cool,90.14925373134328,99.70149253731343
WHURS19,GeoRSCLIP,ViT-H-14,a satellite image of a cool,90.04975124378109,99.70149253731343
WHURS19,RemoteCLIP,RN50,a satellite photo of a,95.5223880597015,97.61194029850746
WHURS19,RemoteCLIP,RN50,a remote sensing image of many,90.44776119402985,97.51243781094527
WHURS19,RemoteCLIP,RN50,a remote sensing image of a,88.95522388059702,97.41293532338308
WHURS19,RemoteCLIP,RN50,a remote sensing image of the,90.74626865671642,97.91044776119404
WHURS19,RemoteCLIP,RN50,a remote sensing image of the hard to see,90.94527363184079,97.11442786069652
WHURS19,RemoteCLIP,RN50,a remote sensing image of a hard to see,90.04975124378109,96.91542288557214
WHURS19,RemoteCLIP,RN50,a low resolution remote sensing image of the,92.93532338308458,97.71144278606965
WHURS19,RemoteCLIP,RN50,a low resolution remote sensing image of a,90.44776119402985,97.01492537313433
WHURS19,RemoteCLIP,RN50,a bad remote sensing image of the,92.7363184079602,98.00995024875621
WHURS19,RemoteCLIP,RN50,a bad remote sensing image of a,87.96019900497512,97.71144278606965
WHURS19,RemoteCLIP,RN50,a cropped remote sensing image of the,91.34328358208955,97.41293532338308
WHURS19,RemoteCLIP,RN50,a cropped remote sensing image of a,88.2587064676617,97.51243781094527
WHURS19,RemoteCLIP,RN50,a bright remote sensing image of the,91.54228855721394,97.91044776119404
WHURS19,RemoteCLIP,RN50,a bright remote sensing image of a,88.05970149253731,97.51243781094527
WHURS19,RemoteCLIP,RN50,a dark remote sensing image of the,91.14427860696517,98.00995024875621
WHURS19,RemoteCLIP,RN50,a dark remote sensing image of a,85.07462686567165,97.2139303482587
WHURS19,RemoteCLIP,RN50,a close-up remote sensing image of the,93.93034825870647,98.2089552238806
WHURS19,RemoteCLIP,RN50,a close-up remote sensing image of a,93.23383084577114,97.91044776119404
WHURS19,RemoteCLIP,RN50,a black and white remote sensing image of the,92.93532338308458,97.61194029850746
WHURS19,RemoteCLIP,RN50,a black and white remote sensing image of a,93.6318407960199,97.91044776119404
WHURS19,RemoteCLIP,RN50,a jpeg corrupted remote sensing image of the,92.43781094527363,98.1094527363184
WHURS19,RemoteCLIP,RN50,a jpeg corrupted remote sensing image of a,90.8457711442786,97.61194029850746
WHURS19,RemoteCLIP,RN50,a blurry remote sensing image of the,91.7412935323383,97.71144278606965
WHURS19,RemoteCLIP,RN50,a blurry remote sensing image of a,88.55721393034825,97.61194029850746
WHURS19,RemoteCLIP,RN50,a good remote sensing image of the,91.44278606965175,98.00995024875621
WHURS19,RemoteCLIP,RN50,a good remote sensing image of a,89.35323383084577,97.71144278606965
WHURS19,RemoteCLIP,RN50,a remote sensing image of the large,93.23383084577114,97.61194029850746
WHURS19,RemoteCLIP,RN50,a remote sensing image of a large,91.8407960199005,97.81094527363184
WHURS19,RemoteCLIP,RN50,a remote sensing image of the nice,93.93034825870647,97.91044776119404
WHURS19,RemoteCLIP,RN50,a remote sensing image of a nice,89.95024875621891,97.51243781094527
WHURS19,RemoteCLIP,RN50,a remote sensing image of the small,89.05472636815921,97.51243781094527
WHURS19,RemoteCLIP,RN50,a remote sensing image of a small,83.88059701492537,97.01492537313433
WHURS19,RemoteCLIP,RN50,a remote sensing image of the weird,91.14427860696517,97.81094527363184
WHURS19,RemoteCLIP,RN50,a remote sensing image of a weird,88.35820895522389,97.2139303482587
WHURS19,RemoteCLIP,RN50,a remote sensing image of the cool,93.33333333333333,98.30845771144278
WHURS19,RemoteCLIP,RN50,a remote sensing image of a cool,91.54228855721394,97.81094527363184
WHURS19,RemoteCLIP,RN50,an aerial image of many,94.6268656716418,98.50746268656717
WHURS19,RemoteCLIP,RN50,an aerial image of a,93.83084577114428,98.1094527363184
WHURS19,RemoteCLIP,RN50,an aerial image of the,93.93034825870647,98.30845771144278
WHURS19,RemoteCLIP,RN50,an aerial image of the hard to see,93.43283582089552,98.30845771144278
WHURS19,RemoteCLIP,RN50,an aerial image of a hard to see,93.13432835820896,98.00995024875621
WHURS19,RemoteCLIP,RN50,a low resolution aerial image of the,93.73134328358209,97.91044776119404
WHURS19,RemoteCLIP,RN50,a low resolution aerial image of a,93.53233830845771,97.91044776119404
WHURS19,RemoteCLIP,RN50,a bad aerial image of the,93.6318407960199,98.50746268656717
WHURS19,RemoteCLIP,RN50,a bad aerial image of a,92.83582089552239,98.50746268656717
WHURS19,RemoteCLIP,RN50,a cropped aerial image of the,94.12935323383084,98.30845771144278
WHURS19,RemoteCLIP,RN50,a cropped aerial image of a,93.43283582089552,98.1094527363184
WHURS19,RemoteCLIP,RN50,a bright aerial image of the,92.93532338308458,98.30845771144278
WHURS19,RemoteCLIP,RN50,a bright aerial image of a,93.13432835820896,98.00995024875621
WHURS19,RemoteCLIP,RN50,a dark aerial image of the,92.43781094527363,98.00995024875621
WHURS19,RemoteCLIP,RN50,a dark aerial image of a,92.43781094527363,98.30845771144278
WHURS19,RemoteCLIP,RN50,a close-up aerial image of the,93.33333333333333,98.00995024875621
WHURS19,RemoteCLIP,RN50,a close-up aerial image of a,93.33333333333333,98.40796019900498
WHURS19,RemoteCLIP,RN50,a black and white aerial image of the,92.53731343283582,97.81094527363184
WHURS19,RemoteCLIP,RN50,a black and white aerial image of a,92.83582089552239,98.1094527363184
WHURS19,RemoteCLIP,RN50,a jpeg corrupted aerial image of the,94.02985074626865,98.1094527363184
WHURS19,RemoteCLIP,RN50,a jpeg corrupted aerial image of a,93.53233830845771,98.1094527363184
WHURS19,RemoteCLIP,RN50,a blurry aerial image of the,94.02985074626865,98.2089552238806
WHURS19,RemoteCLIP,RN50,a blurry aerial image of a,93.03482587064677,98.40796019900498
WHURS19,RemoteCLIP,RN50,a good aerial image of the,93.53233830845771,98.2089552238806
WHURS19,RemoteCLIP,RN50,a good aerial image of a,93.43283582089552,98.30845771144278
WHURS19,RemoteCLIP,RN50,an aerial image of the large,93.93034825870647,97.91044776119404
WHURS19,RemoteCLIP,RN50,an aerial image of a large,93.23383084577114,98.00995024875621
WHURS19,RemoteCLIP,RN50,an aerial image of the nice,94.72636815920399,98.2089552238806
WHURS19,RemoteCLIP,RN50,an aerial image of a nice,94.6268656716418,98.30845771144278
WHURS19,RemoteCLIP,RN50,an aerial image of the small,90.04975124378109,97.61194029850746
WHURS19,RemoteCLIP,RN50,an aerial image of a small,89.95024875621891,97.71144278606965
WHURS19,RemoteCLIP,RN50,an aerial image of the weird,94.92537313432835,98.2089552238806
WHURS19,RemoteCLIP,RN50,an aerial image of a weird,93.6318407960199,97.81094527363184
WHURS19,RemoteCLIP,RN50,an aerial image of the cool,94.72636815920399,98.40796019900498
WHURS19,RemoteCLIP,RN50,an aerial image of a cool,93.93034825870647,98.40796019900498
WHURS19,RemoteCLIP,RN50,a satellite image of many,93.6318407960199,98.30845771144278
WHURS19,RemoteCLIP,RN50,a satellite image of a,94.6268656716418,97.71144278606965
WHURS19,RemoteCLIP,RN50,a satellite image of the,93.93034825870647,97.91044776119404
WHURS19,RemoteCLIP,RN50,a satellite image of the hard to see,94.42786069651741,97.81094527363184
WHURS19,RemoteCLIP,RN50,a satellite image of a hard to see,94.12935323383084,97.71144278606965
WHURS19,RemoteCLIP,RN50,a low resolution satellite image of the,94.22885572139303,97.81094527363184
WHURS19,RemoteCLIP,RN50,a low resolution satellite image of a,94.72636815920399,97.81094527363184
WHURS19,RemoteCLIP,RN50,a bad satellite image of the,94.5273631840796,97.91044776119404
WHURS19,RemoteCLIP,RN50,a bad satellite image of a,94.92537313432835,97.61194029850746
WHURS19,RemoteCLIP,RN50,a cropped satellite image of the,94.42786069651741,97.71144278606965
WHURS19,RemoteCLIP,RN50,a cropped satellite image of a,93.93034825870647,97.51243781094527
WHURS19,RemoteCLIP,RN50,a bright satellite image of the,93.73134328358209,97.81094527363184
WHURS19,RemoteCLIP,RN50,a bright satellite image of a,95.22388059701493,97.71144278606965
WHURS19,RemoteCLIP,RN50,a dark satellite image of the,92.43781094527363,98.30845771144278
WHURS19,RemoteCLIP,RN50,a dark satellite image of a,93.33333333333333,98.40796019900498
WHURS19,RemoteCLIP,RN50,a close-up satellite image of the,94.6268656716418,98.00995024875621
WHURS19,RemoteCLIP,RN50,a close-up satellite image of a,95.02487562189054,97.91044776119404
WHURS19,RemoteCLIP,RN50,a black and white satellite image of the,93.93034825870647,97.71144278606965
WHURS19,RemoteCLIP,RN50,a black and white satellite image of a,94.12935323383084,98.2089552238806
WHURS19,RemoteCLIP,RN50,a jpeg corrupted satellite image of the,94.92537313432835,97.91044776119404
WHURS19,RemoteCLIP,RN50,a jpeg corrupted satellite image of a,94.82587064676616,97.61194029850746
WHURS19,RemoteCLIP,RN50,a blurry satellite image of the,95.12437810945273,97.81094527363184
WHURS19,RemoteCLIP,RN50,a blurry satellite image of a,94.42786069651741,97.71144278606965
WHURS19,RemoteCLIP,RN50,a good satellite image of the,93.93034825870647,97.71144278606965
WHURS19,RemoteCLIP,RN50,a good satellite image of a,95.32338308457712,97.71144278606965
WHURS19,RemoteCLIP,RN50,a satellite image of the large,94.42786069651741,97.51243781094527
WHURS19,RemoteCLIP,RN50,a satellite image of a large,94.22885572139303,97.71144278606965
WHURS19,RemoteCLIP,RN50,a satellite image of the nice,94.5273631840796,98.2089552238806
WHURS19,RemoteCLIP,RN50,a satellite image of a nice,95.62189054726367,97.51243781094527
WHURS19,RemoteCLIP,RN50,a satellite image of the small,92.03980099502488,97.71144278606965
WHURS19,RemoteCLIP,RN50,a satellite image of a small,91.64179104477611,97.41293532338308
WHURS19,RemoteCLIP,RN50,a satellite image of the weird,95.62189054726367,97.91044776119404
WHURS19,RemoteCLIP,RN50,a satellite image of a weird,94.92537313432835,97.61194029850746
WHURS19,RemoteCLIP,RN50,a satellite image of the cool,94.6268656716418,97.81094527363184
WHURS19,RemoteCLIP,RN50,a satellite image of a cool,95.72139303482587,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a satellite photo of a,93.43283582089552,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of many,93.83084577114428,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of a,93.13432835820896,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of the,95.42288557213931,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of the hard to see,93.43283582089552,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of a hard to see,93.13432835820896,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a low resolution remote sensing image of the,94.5273631840796,98.2089552238806
WHURS19,RemoteCLIP,ViT-B-32,a low resolution remote sensing image of a,93.53233830845771,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a bad remote sensing image of the,93.83084577114428,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a bad remote sensing image of a,91.34328358208955,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a cropped remote sensing image of the,95.22388059701493,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a cropped remote sensing image of a,93.43283582089552,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a bright remote sensing image of the,95.12437810945273,98.2089552238806
WHURS19,RemoteCLIP,ViT-B-32,a bright remote sensing image of a,93.03482587064677,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a dark remote sensing image of the,95.92039800995025,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a dark remote sensing image of a,93.33333333333333,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a close-up remote sensing image of the,94.5273631840796,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a close-up remote sensing image of a,93.23383084577114,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a black and white remote sensing image of the,95.12437810945273,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a black and white remote sensing image of a,93.93034825870647,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a jpeg corrupted remote sensing image of the,93.43283582089552,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a jpeg corrupted remote sensing image of a,93.33333333333333,97.61194029850746
WHURS19,RemoteCLIP,ViT-B-32,a blurry remote sensing image of the,93.93034825870647,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a blurry remote sensing image of a,92.53731343283582,97.61194029850746
WHURS19,RemoteCLIP,ViT-B-32,a good remote sensing image of the,94.72636815920399,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a good remote sensing image of a,91.8407960199005,97.61194029850746
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of the large,95.02487562189054,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of a large,94.92537313432835,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of the nice,94.72636815920399,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of a nice,94.02985074626865,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of the small,92.636815920398,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of a small,91.7412935323383,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of the weird,93.43283582089552,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of a weird,92.93532338308458,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of the cool,93.93034825870647,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a remote sensing image of a cool,94.02985074626865,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of many,94.5273631840796,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of a,95.12437810945273,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of the,95.62189054726367,97.51243781094527
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of the hard to see,93.73134328358209,97.41293532338308
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of a hard to see,94.02985074626865,97.61194029850746
WHURS19,RemoteCLIP,ViT-B-32,a low resolution aerial image of the,95.02487562189054,97.51243781094527
WHURS19,RemoteCLIP,ViT-B-32,a low resolution aerial image of a,93.6318407960199,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a bad aerial image of the,94.82587064676616,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a bad aerial image of a,92.53731343283582,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a cropped aerial image of the,94.82587064676616,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a cropped aerial image of a,94.02985074626865,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a bright aerial image of the,94.5273631840796,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a bright aerial image of a,94.12935323383084,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a dark aerial image of the,95.72139303482587,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a dark aerial image of a,95.72139303482587,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a close-up aerial image of the,94.92537313432835,97.61194029850746
WHURS19,RemoteCLIP,ViT-B-32,a close-up aerial image of a,94.42786069651741,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a black and white aerial image of the,94.72636815920399,98.2089552238806
WHURS19,RemoteCLIP,ViT-B-32,a black and white aerial image of a,94.32835820895522,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a jpeg corrupted aerial image of the,93.83084577114428,97.41293532338308
WHURS19,RemoteCLIP,ViT-B-32,a jpeg corrupted aerial image of a,92.636815920398,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a blurry aerial image of the,94.32835820895522,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a blurry aerial image of a,91.8407960199005,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a good aerial image of the,94.82587064676616,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a good aerial image of a,93.93034825870647,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of the large,94.6268656716418,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of a large,94.72636815920399,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of the nice,94.5273631840796,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of a nice,94.02985074626865,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of the small,92.53731343283582,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of a small,92.03980099502488,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of the weird,94.12935323383084,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of a weird,93.6318407960199,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of the cool,94.72636815920399,97.61194029850746
WHURS19,RemoteCLIP,ViT-B-32,an aerial image of a cool,93.73134328358209,97.51243781094527
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of many,94.02985074626865,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of a,94.5273631840796,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of the,96.01990049751244,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of the hard to see,94.72636815920399,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of a hard to see,94.42786069651741,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a low resolution satellite image of the,96.21890547263682,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a low resolution satellite image of a,94.72636815920399,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a bad satellite image of the,95.62189054726367,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a bad satellite image of a,93.73134328358209,98.2089552238806
WHURS19,RemoteCLIP,ViT-B-32,a cropped satellite image of the,96.01990049751244,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a cropped satellite image of a,94.5273631840796,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a bright satellite image of the,96.31840796019901,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a bright satellite image of a,94.72636815920399,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a dark satellite image of the,95.92039800995025,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a dark satellite image of a,94.82587064676616,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a close-up satellite image of the,96.31840796019901,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a close-up satellite image of a,94.6268656716418,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a black and white satellite image of the,95.22388059701493,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a black and white satellite image of a,94.22885572139303,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a jpeg corrupted satellite image of the,94.22885572139303,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a jpeg corrupted satellite image of a,93.53233830845771,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a blurry satellite image of the,95.42288557213931,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a blurry satellite image of a,93.33333333333333,98.2089552238806
WHURS19,RemoteCLIP,ViT-B-32,a good satellite image of the,95.92039800995025,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a good satellite image of a,94.02985074626865,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of the large,94.92537313432835,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of a large,95.12437810945273,97.71144278606965
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of the nice,95.32338308457712,98.1094527363184
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of a nice,94.42786069651741,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of the small,93.83084577114428,98.2089552238806
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of a small,93.03482587064677,97.91044776119404
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of the weird,94.12935323383084,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of a weird,93.73134328358209,98.00995024875621
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of the cool,94.92537313432835,97.81094527363184
WHURS19,RemoteCLIP,ViT-B-32,a satellite image of a cool,94.12935323383084,97.81094527363184
WHURS19,RemoteCLIP,ViT-L-14,a satellite photo of a,92.13930348258707,97.11442786069652
WHURS19,RemoteCLIP,ViT-L-14,a remote sensing image of many,93.33333333333333,97.31343283582089
WHURS19,RemoteCLIP,ViT-L-14,a remote sensing image of a,92.03980099502488,97.31343283582089
WHURS19,RemoteCLIP,ViT-L-14,a remote sensing image of the,93.23383084577114,97.61194029850746
WHURS19,RemoteCLIP,ViT-L-14,a remote sensing image of the hard to see,91.54228855721394,96.91542288557214
WHURS19,RemoteCLIP,ViT-L-14,a remote sensing image of a hard to see,91.94029850746269,97.01492537313433
WHURS19,RemoteCLIP,ViT-L-14,a low resolution remote sensing image of the,92.7363184079602,97.51243781094527
WHURS19,RemoteCLIP,ViT-L-14,a low resolution remote sensing image of a,91.8407960199005,97.01492537313433
WHURS19,RemoteCLIP,ViT-L-14,a bad remote sensing image of the,92.636815920398,97.61194029850746
WHURS19,RemoteCLIP,ViT-L-14,a bad remote sensing image of a,91.94029850746269,97.2139303482587
WHURS19,RemoteCLIP,ViT-L-14,a cropped remote sensing image of the,93.03482587064677,97.51243781094527
WHURS19,RemoteCLIP,ViT-L-14,a cropped remote sensing image of a,92.33830845771145,97.01492537313433
WHURS19,RemoteCLIP,ViT-L-14,a bright remote sensing image of the,92.7363184079602,97.51243781094527
WHURS19,RemoteCLIP,ViT-L-14,a bright remote sensing image of a,92.53731343283582,97.11442786069652
WHURS19,RemoteCLIP,ViT-L-14,a dark remote sensing image of the,92.93532338308458,97.31343283582089
WHURS19,RemoteCLIP,ViT-L-14,a dark remote sensing image of a,92.636815920398,96.91542288557214
WHURS19,RemoteCLIP,ViT-L-14,a close-up remote sensing image of the,93.23383084577114,97.61194029850746
WHURS19,RemoteCLIP,ViT-L-14,a close-up remote sensing image of a,92.636815920398,97.41293532338308
WHURS19,RemoteCLIP,ViT-L-14,a black and white remote sensing image of the,93.43283582089552,97.51243781094527
WHURS19,RemoteCLIP,ViT-L-14,a black and white remote sensing image of a,93.6318407960199,97.01492537313433
WHURS19,RemoteCLIP,ViT-L-14,a jpeg corrupted remote sensing image of the,92.43781094527363,97.01492537313433
WHURS19,RemoteCLIP,ViT-L-14,a jpeg corrupted remote sensing image of a,92.13930348258707,96.91542288557214
